,class
8596,10
8597,10
8598,22
8599,10
8600,10
8601,10
8602,10
8603,10
8604,10
8605,10
8606,10
8607,10
8608,10
8609,10
8610,4
8611,10
8612,10
8613,10
8614,10
8615,4
8616,10
8617,4
8618,21
8619,21
8620,2
8621,19
8622,2
8623,2
8624,2
8625,2
8626,2
8627,12
8628,2
8629,2
8630,2
8631,2
8632,2
8633,6
8634,2
8635,2
8636,12
8637,2
8638,6
8639,7
8640,7
8641,7
8642,7
8643,21
8644,21
8645,21
8646,21
8647,21
8648,4
8649,4
8650,4
8651,4
8652,4
8653,4
8654,4
8655,4
8656,4
8657,4
8658,4
8659,4
8660,4
8661,4
8662,4
8663,4
8664,4
8665,4
8666,4
8667,3
8668,15
8669,17
8670,19
8671,27
8672,27
8673,27
8674,27
8675,27
8676,27
8677,27
8678,27
8679,27
8680,27
8681,27
8682,27
8683,27
8684,19
8685,9
8686,26
8687,26
8688,26
8689,26
8690,16
8691,26
8692,27
8693,3
8694,15
8695,22
8696,10
8697,10
8698,10
8699,10
8700,4
8701,4
8702,10
8703,10
8704,10
8705,10
8706,4
8707,10
8708,10
8709,10
8710,10
8711,10
8712,10
8713,10
8714,26
8715,26
8716,26
8717,15
8718,15
8719,10
8720,10
8721,10
8722,10
8723,10
8724,10
8725,10
8726,10
8727,10
8728,4
8729,10
8730,10
8731,10
8732,10
8733,10
8734,10
8735,10
8736,2
8737,2
8738,19
8739,2
8740,9
8741,2
8742,2
8743,6
8744,2
8745,2
8746,9
8747,2
8748,2
8749,19
8750,2
8751,4
8752,4
8753,4
8754,4
8755,4
8756,21
8757,25
8758,25
8759,25
8760,25
8761,25
8762,25
8763,25
8764,26
8765,26
8766,26
8767,26
8768,6
8769,2
8770,2
8771,1
8772,6
8773,2
8774,6
8775,2
8776,2
8777,9
8778,9
8779,9
8780,9
8781,24
8782,24
8783,9
8784,24
8785,24
8786,9
8787,9
8788,9
8789,19
8790,9
8791,26
8792,24
8793,26
8794,26
8795,1
8796,27
8797,9
8798,19
8799,12
8800,19
8801,19
8802,19
8803,19
8804,2
8805,2
8806,9
8807,6
8808,2
8809,1
8810,19
8811,26
8812,24
8813,9
8814,24
8815,19
8816,26
8817,6
8818,1
8819,26
8820,26
8821,9
8822,9
8823,12
8824,9
8825,27
8826,27
8827,27
8828,27
8829,27
8830,27
8831,27
8832,27
8833,27
8834,27
8835,27
8836,27
8837,27
8838,27
8839,27
8840,27
8841,15
8842,15
8843,15
8844,15
8845,15
8846,15
8847,15
8848,15
8849,15
8850,15
8851,15
8852,15
8853,15
8854,15
8855,15
8856,15
8857,15
8858,15
8859,15
8860,15
8861,15
8862,15
8863,15
8864,15
8865,15
8866,15
8867,15
8868,15
8869,15
8870,15
8871,15
8872,14
8873,14
8874,14
8875,14
8876,14
8877,14
8878,14
8879,14
8880,4
8881,14
8882,14
8883,14
8884,14
8885,14
8886,14
8887,14
8888,4
8889,14
8890,14
8891,4
8892,14
8893,14
8894,14
8895,14
8896,14
8897,14
8898,14
8899,4
8900,14
8901,14
8902,2
8903,14
8904,14
8905,14
8906,14
8907,17
8908,24
8909,17
8910,26
8911,17
8912,17
8913,12
8914,27
8915,20
8916,14
8917,14
8918,14
8919,14
8920,14
8921,2
8922,4
8923,14
8924,14
8925,14
8926,14
8927,14
8928,14
8929,14
8930,2
8931,14
8932,14
8933,14
8934,14
8935,14
8936,4
8937,4
8938,14
8939,14
8940,14
8941,21
8942,21
8943,21
8944,21
8945,21
8946,21
8947,21
8948,5
8949,10
8950,4
8951,10
8952,10
8953,22
8954,10
8955,10
8956,10
8957,15
8958,15
8959,15
8960,15
8961,15
8962,15
8963,15
8964,15
8965,15
8966,15
8967,15
8968,15
8969,15
8970,15
8971,15
8972,15
8973,15
8974,15
8975,15
8976,15
8977,15
8978,15
8979,15
8980,17
8981,19
8982,21
8983,1
8984,19
8985,19
8986,17
8987,3
8988,17
8989,17
8990,1
8991,17
8992,17
8993,19
8994,19
8995,19
8996,0
8997,3
8998,6
8999,19
9000,19
9001,17
9002,17
9003,19
9004,24
9005,19
9006,17
9007,17
9008,17
9009,17
9010,9
9011,19
9012,3
9013,3
9014,17
9015,0
9016,3
9017,19
9018,6
9019,9
9020,0
9021,17
9022,19
9023,19
9024,19
9025,17
9026,3
9027,19
9028,17
9029,3
9030,19
9031,19
9032,17
9033,0
9034,9
9035,1
9036,1
9037,19
9038,17
9039,17
9040,19
9041,24
9042,24
9043,9
9044,17
9045,24
9046,9
9047,24
9048,24
9049,24
9050,9
9051,24
9052,9
9053,1
9054,24
9055,24
9056,24
9057,24
9058,26
9059,26
9060,26
9061,26
9062,26
9063,12
9064,26
9065,26
9066,24
9067,17
9068,26
9069,26
9070,3
9071,19
9072,26
9073,26
9074,9
9075,26
9076,26
9077,17
9078,26
9079,26
9080,26
9081,26
9082,26
9083,17
9084,9
9085,26
9086,26
9087,26
9088,26
9089,26
9090,26
9091,7
9092,1
9093,26
9094,26
9095,9
9096,17
9097,7
9098,21
9099,26
9100,26
9101,26
9102,17
9103,12
9104,26
9105,26
9106,26
9107,3
9108,17
9109,26
9110,6
9111,2
9112,2
9113,10
9114,10
9115,10
9116,22
9117,4
9118,4
9119,4
9120,4
9121,4
9122,4
9123,4
9124,4
9125,4
9126,4
9127,14
9128,21
9129,19
9130,14
9131,14
9132,14
9133,2
9134,14
9135,14
9136,21
9137,21
9138,21
9139,13
9140,2
9141,13
9142,25
9143,7
9144,13
9145,24
9146,13
9147,9
9148,24
9149,19
9150,13
9151,19
9152,13
9153,27
9154,13
9155,13
9156,25
9157,13
9158,18
9159,10
9160,19
9161,4
9162,4
9163,4
9164,4
9165,4
9166,4
9167,4
9168,4
9169,4
9170,4
9171,4
9172,4
9173,4
9174,4
9175,4
9176,4
9177,4
9178,4
9179,4
9180,4
9181,4
9182,4
9183,4
9184,4
9185,4
9186,4
9187,4
9188,4
9189,4
9190,4
9191,4
9192,4
9193,4
9194,4
9195,4
9196,14
9197,14
9198,4
9199,4
9200,14
9201,14
9202,4
9203,4
9204,2
9205,14
9206,2
9207,14
9208,4
9209,14
9210,24
9211,6
9212,14
9213,14
9214,14
9215,22
9216,2
9217,6
9218,6
9219,14
9220,14
9221,2
9222,14
9223,14
9224,14
9225,10
9226,25
9227,2
9228,4
9229,2
9230,4
9231,2
9232,14
9233,2
9234,26
9235,27
9236,27
9237,4
9238,25
9239,25
9240,12
9241,17
9242,16
9243,18
9244,15
9245,25
9246,25
9247,25
9248,10
9249,10
9250,10
9251,10
9252,10
9253,10
9254,10
9255,21
9256,21
9257,21
9258,21
9259,4
9260,21
9261,15
9262,15
9263,2
9264,2
9265,2
9266,2
9267,2
9268,2
9269,2
9270,2
9271,2
9272,4
9273,2
9274,2
9275,2
9276,2
9277,2
9278,2
9279,2
9280,2
9281,2
9282,2
9283,2
9284,2
9285,9
9286,2
9287,2
9288,2
9289,2
9290,2
9291,17
9292,2
9293,2
9294,15
9295,9
9296,19
9297,19
9298,19
9299,19
9300,21
9301,21
9302,21
9303,21
9304,21
9305,21
9306,21
9307,21
9308,21
9309,21
9310,21
9311,21
9312,21
9313,21
9314,21
9315,21
9316,21
9317,26
9318,26
9319,26
9320,9
9321,6
9322,16
9323,19
9324,6
9325,26
9326,19
9327,26
9328,9
9329,19
9330,26
9331,19
9332,9
9333,24
9334,19
9335,2
9336,26
9337,19
9338,12
9339,19
9340,19
9341,24
9342,9
9343,26
9344,26
9345,19
9346,7
9347,1
9348,19
9349,12
9350,6
9351,19
9352,9
9353,26
9354,12
9355,9
9356,24
9357,19
9358,6
9359,26
9360,26
9361,2
9362,26
9363,2
9364,2
9365,4
9366,2
9367,15
9368,15
9369,15
9370,15
9371,15
9372,15
9373,15
9374,15
9375,15
9376,15
9377,15
9378,15
9379,15
9380,15
9381,15
9382,2
9383,2
9384,2
9385,2
9386,2
9387,2
9388,11
9389,11
9390,2
9391,19
9392,2
9393,2
9394,11
9395,11
9396,19
9397,19
9398,9
9399,24
9400,15
9401,15
9402,25
9403,25
9404,25
9405,25
9406,26
9407,2
9408,2
9409,2
9410,11
9411,2
9412,2
9413,2
9414,2
9415,2
9416,2
9417,2
9418,11
9419,2
9420,19
9421,2
9422,2
9423,2
9424,2
9425,2
9426,2
9427,2
9428,16
9429,24
9430,21
9431,21
9432,21
9433,21
9434,15
9435,15
9436,27
9437,27
9438,27
9439,27
9440,27
9441,27
9442,27
9443,27
9444,27
9445,25
9446,19
9447,26
9448,19
9449,6
9450,14
9451,6
9452,14
9453,26
9454,26
9455,14
9456,14
9457,19
9458,15
9459,15
9460,15
9461,15
9462,15
9463,15
9464,15
9465,15
9466,15
9467,15
9468,15
9469,15
9470,15
9471,15
9472,15
9473,15
9474,15
9475,15
9476,15
9477,15
9478,15
9479,15
9480,15
9481,15
9482,16
9483,15
9484,15
9485,15
9486,27
9487,9
9488,2
9489,2
9490,2
9491,2
9492,2
9493,2
9494,2
9495,21
9496,21
9497,2
9498,21
9499,21
9500,21
9501,21
9502,21
9503,21
9504,21
9505,19
9506,4
9507,14
9508,14
9509,4
9510,14
9511,14
9512,14
9513,14
9514,2
9515,4
9516,4
9517,6
9518,19
9519,9
9520,24
9521,24
9522,9
9523,18
9524,24
9525,19
9526,2
9527,2
9528,19
9529,11
9530,11
9531,26
9532,9
9533,2
9534,2
9535,2
9536,2
9537,11
9538,2
9539,2
9540,19
9541,2
9542,2
9543,6
9544,19
9545,2
9546,2
9547,19
9548,2
9549,2
9550,19
9551,2
9552,2
9553,2
9554,24
9555,12
9556,9
9557,6
9558,6
9559,12
9560,26
9561,24
9562,17
9563,9
9564,26
9565,9
9566,26
9567,6
9568,7
9569,6
9570,26
9571,16
9572,1
9573,6
9574,26
9575,26
9576,26
9577,16
9578,19
9579,24
9580,2
9581,9
9582,2
9583,26
9584,26
9585,19
9586,15
9587,15
9588,15
9589,15
9590,15
9591,15
9592,15
9593,15
9594,15
9595,15
9596,15
9597,15
9598,16
9599,15
9600,15
9601,15
9602,15
9603,15
9604,15
9605,15
9606,15
9607,1
9608,15
9609,15
9610,18
9611,6
9612,27
9613,18
9614,27
9615,19
9616,26
9617,26
9618,26
9619,26
9620,26
9621,26
9622,26
9623,26
9624,26
9625,26
9626,26
9627,26
9628,26
9629,26
9630,26
9631,26
9632,19
9633,2
9634,21
9635,21
9636,21
9637,21
9638,19
9639,21
9640,21
9641,2
9642,9
9643,6
9644,2
9645,2
9646,2
9647,6
9648,25
9649,25
9650,25
9651,25
9652,25
9653,25
9654,25
9655,19
9656,19
9657,25
9658,25
9659,25
9660,25
9661,2
9662,19
9663,26
